spec,outcome,outcome_label,exposure_measure,mode,event_time,coefficient,std_error,p_value,ci_low,ci_high,nobs,n_cno,r2_twfe,sample_note
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,22,744.7954359094232,891.7109689910466,0.4039789722738952,-1002.958063313028,2492.5489351318743,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,23,633.3534446006095,616.0030604489348,0.3043678448806872,-574.0125538793027,1840.7194430805216,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,24,1077.678859227418,457.7328972998477,0.018938471419630298,180.52238051971642,1974.8353379351192,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,25,955.2604600327094,603.134493715225,0.11386418384579854,-226.8831476491315,2137.4040677145504,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,26,1128.931018980095,626.5471070289722,0.07217326537104674,-99.10131079669054,2356.9633487568804,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,27,819.0055904783409,730.7196870068698,0.26290124769616063,-613.2049960551238,2251.2161770118055,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,28,1121.950685250056,798.5585145490962,0.16064994982993946,-443.22400326617253,2687.1253737662846,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,29,1598.196431235953,893.3115367951779,0.07420760498447625,-152.69418088259545,3349.0870433545015,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,30,1669.1788153538484,749.5913435764111,0.026405374006690976,199.9797819440828,3138.377848763614,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,31,1214.6584472429531,545.561662661009,0.026428842721538733,145.3575884273755,2283.9593060585307,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,32,530.3740744959439,445.6312548735043,0.23454577362867926,-343.06318505612455,1403.8113340480122,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,33,890.4745630966198,815.4011672743061,0.27532752489421564,-707.71172476102,2488.66085095426,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,34,300.01058886230993,936.434190095254,0.748817258414974,-1535.400423724388,2135.421601449008,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,35,540.6477184854655,669.1923459494742,0.4195253667486306,-770.9692795755038,1852.2647165464348,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,36,887.5764934450436,606.6335826275399,0.14406216624816714,-301.42532850493455,2076.578315395022,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,37,910.6636925915334,588.1812320656635,0.12218859194735755,-242.171522257167,2063.498907440234,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,38,1150.953315344548,572.6206271716474,0.04496937558010561,28.616886088119145,2273.2897446009765,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,39,637.6955022994243,636.1080688422195,0.31658825648292416,-609.0763126313259,1884.4673172301746,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,40,912.7070335309382,811.6470927907972,0.26133428475271064,-678.1212683390241,2503.5353354009007,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,41,1271.6490176696668,834.4656149943991,0.12816259208406047,-363.9035877193553,2907.2016230586887,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,42,870.2469650862853,559.1239295003755,0.12023319472177352,-225.63593673445064,1966.129866907021,31607,502,0.9231708892292092,continuous exposure
