event_time,term,estimate,se,p_value,ci95_low,ci95_high,sample,label,outcome
-20,memo_bevent_m20,-0.03303317768907735,0.02077153253222199,0.1117649262594056,-0.07374538145223244,0.007679026074077756,total_cno4,Total CNO4,ln_parados
-19,memo_bevent_m19,-0.03467630620071688,0.020859297085467878,0.09643441707982903,-0.07556052848823391,0.006207916086800165,total_cno4,Total CNO4,ln_parados
-18,memo_bevent_m18,-0.025100442187593636,0.019879455010559148,0.20672135096590027,-0.06406417400828956,0.013863289633102294,total_cno4,Total CNO4,ln_parados
-17,memo_bevent_m17,-0.034832683571234646,0.01889773095866367,0.06529683482541238,-0.07187223625021544,0.0022068691077461455,total_cno4,Total CNO4,ln_parados
-16,memo_bevent_m16,-0.03722119887634068,0.01820471662595631,0.04089520238831468,-0.07290244346321505,-0.0015399542894663082,total_cno4,Total CNO4,ln_parados
-15,memo_bevent_m15,-0.02586203244115748,0.01683639528396581,0.12451901754891925,-0.05886136719773046,0.007137302315415504,total_cno4,Total CNO4,ln_parados
-14,memo_bevent_m14,-0.00499821180788379,0.013437470245092462,0.7099220564350834,-0.03133565348826502,0.021339229872497433,total_cno4,Total CNO4,ln_parados
-13,memo_bevent_m13,0.00409896416567318,0.012934063408517125,0.7513101262446966,-0.021251800115020387,0.029449728446366747,total_cno4,Total CNO4,ln_parados
-12,memo_bevent_m12,-0.004142644614234886,0.014232484521174598,0.7709980337246911,-0.0320383142757371,0.023753025047267326,total_cno4,Total CNO4,ln_parados
-11,memo_bevent_m11,-0.0211991521724825,0.014182405563101106,0.13497967301288605,-0.04899666707616067,0.0065983627311956665,total_cno4,Total CNO4,ln_parados
-10,memo_bevent_m10,-0.023608357656961204,0.014379281329544321,0.10062492002948042,-0.05179174906286807,0.004575033748945665,total_cno4,Total CNO4,ln_parados
-9,memo_bevent_m9,-0.0438937698391797,0.013354924211349603,0.0010136497746155992,-0.07006942129342492,-0.017718118384934475,total_cno4,Total CNO4,ln_parados
-8,memo_bevent_m8,-0.03217728929269145,0.013504300631230757,0.01718414668416557,-0.05864571852990373,-0.0057088600554791695,total_cno4,Total CNO4,ln_parados
-7,memo_bevent_m7,-0.03323024769221494,0.013478301349239764,0.013683646510206149,-0.05964771833672488,-0.006812777047705006,total_cno4,Total CNO4,ln_parados
-6,memo_bevent_m6,-0.041587748479374936,0.013039017796785736,0.0014252665648155638,-0.06714422336107498,-0.016031273597674894,total_cno4,Total CNO4,ln_parados
-5,memo_bevent_m5,-0.050536993547212194,0.012086963509105124,2.9008213297876395e-05,-0.07422744202505824,-0.02684654506936615,total_cno4,Total CNO4,ln_parados
-4,memo_bevent_m4,-0.05226134401244978,0.012857780649551691,4.8121183521931954e-05,-0.07746259408557109,-0.027060093939328466,total_cno4,Total CNO4,ln_parados
-3,memo_bevent_m3,-0.0402809806225482,0.010989978757921345,0.0002471005148432237,-0.061821338988074036,-0.018740622257022367,total_cno4,Total CNO4,ln_parados
-2,memo_bevent_m2,-0.008118451162612755,0.0048886916131946675,0.09678189313020957,-0.017700286724474303,0.0014633843992487919,total_cno4,Total CNO4,ln_parados
-1,reference,0.0,,,,,total_cno4,Total CNO4,ln_parados
0,memo_bevent_0,-0.011166907463792508,0.009082152880776698,0.21886787505055372,-0.028967927110114835,0.006634112182529819,total_cno4,Total CNO4,ln_parados
1,memo_bevent_p1,-0.007243816747279225,0.011566359454382074,0.5311291959457081,-0.02991388127786809,0.01542624778330964,total_cno4,Total CNO4,ln_parados
2,memo_bevent_p2,-0.011054259836784902,0.012636403178355902,0.3816855651334361,-0.035821610066362475,0.013713090392792667,total_cno4,Total CNO4,ln_parados
3,memo_bevent_p3,-0.0077076591331644295,0.012408439241700694,0.5344926044970679,-0.03202820004689779,0.016612881780568932,total_cno4,Total CNO4,ln_parados
4,memo_bevent_p4,-0.0089352053758463,0.01389476173484106,0.5201833051854576,-0.036168938376134774,0.018298527624442177,total_cno4,Total CNO4,ln_parados
5,memo_bevent_p5,-0.005406431104368864,0.01505387342815529,0.719491203982545,-0.03491202302355323,0.024099160814815505,total_cno4,Total CNO4,ln_parados
6,memo_bevent_p6,0.008182822556946578,0.015856729217369192,0.605821362509845,-0.022896366709097036,0.03926201182299019,total_cno4,Total CNO4,ln_parados
7,memo_bevent_p7,0.011456946983403271,0.016304531781697364,0.4822521897030301,-0.020499935308723564,0.04341382927553011,total_cno4,Total CNO4,ln_parados
8,memo_bevent_p8,0.01727398225394408,0.01683005431289351,0.3047138702889689,-0.015712924199327197,0.05026088870721536,total_cno4,Total CNO4,ln_parados
9,memo_bevent_p9,0.030047781879548624,0.016447428290254598,0.0677150336090282,-0.0021891775693503868,0.062284741328447635,total_cno4,Total CNO4,ln_parados
10,memo_bevent_p10,0.05360646374337544,0.01421725005723324,0.0001629059980445824,0.025740653631198287,0.08147227385555258,total_cno4,Total CNO4,ln_parados
11,memo_bevent_p11,0.06094366873838247,0.014264988604499007,1.9350611824453523e-05,0.03298429107356442,0.08890304640320053,total_cno4,Total CNO4,ln_parados
12,memo_bevent_p12,0.057319559912554635,0.01628042061501381,0.00043030131118126924,0.025409935507127564,0.08922918431798171,total_cno4,Total CNO4,ln_parados
13,memo_bevent_p13,0.05043548426563446,0.018356137987877896,0.00600316078187757,0.01445745380939379,0.08641351472187514,total_cno4,Total CNO4,ln_parados
14,memo_bevent_p14,0.04865686905588065,0.019455747929857232,0.012387834854622026,0.01052360311336048,0.08679013499840083,total_cno4,Total CNO4,ln_parados
15,memo_bevent_p15,0.046076781703134284,0.01833809583144077,0.011983620425381591,0.010134113873510375,0.08201944953275819,total_cno4,Total CNO4,ln_parados
16,memo_bevent_p16,0.04077144510005695,0.019949525900036874,0.04098022516000488,0.0016703743359846798,0.07987251586412922,total_cno4,Total CNO4,ln_parados
17,memo_bevent_p17,0.03794701232752548,0.022556031531232822,0.0925020847675937,-0.0062628094736908516,0.0821568341287418,total_cno4,Total CNO4,ln_parados
18,memo_bevent_p18,0.03949695606029194,0.02317210425779308,0.08828687544930047,-0.005920368284982498,0.08491428040556637,total_cno4,Total CNO4,ln_parados
19,memo_bevent_p19,0.04432574819391477,0.024718262829395866,0.0729347470569266,-0.004122046951701125,0.09277354333953067,total_cno4,Total CNO4,ln_parados
20,memo_bevent_p20,0.04769786903472453,0.025092254630551657,0.05731510058107214,-0.0014829500411567137,0.09687868811060578,total_cno4,Total CNO4,ln_parados
21,memo_bevent_p21,0.04974171026195026,0.02374068483732265,0.036152366207445,0.0032099679807978676,0.09627345254310266,total_cno4,Total CNO4,ln_parados
22,memo_bevent_p22,0.07027859370912179,0.023412824216102066,0.0026846458959912667,0.02438945824556174,0.11616772917268184,total_cno4,Total CNO4,ln_parados
23,memo_bevent_p23,0.0816273567868574,0.024117183838885895,0.0007127842705594301,0.03435767646264104,0.12889703711107375,total_cno4,Total CNO4,ln_parados
24,memo_bevent_p24,0.07270111060747295,0.026416665055127228,0.005921575915687871,0.02092444709942358,0.12447777411552231,total_cno4,Total CNO4,ln_parados
25,memo_bevent_p25,0.06805710341650388,0.028055598926502612,0.015274938109309133,0.01306812952055876,0.123046077312449,total_cno4,Total CNO4,ln_parados
26,memo_bevent_p26,0.07157819604520864,0.02837858422584684,0.011660315858276427,0.015956170962548838,0.12720022112786844,total_cno4,Total CNO4,ln_parados
27,memo_bevent_p27,0.0636916542378409,0.027783887712209854,0.02188284168528032,0.009235234321909591,0.11814807415377221,total_cno4,Total CNO4,ln_parados
28,memo_bevent_p28,0.06418094381712977,0.028938453391519594,0.026565544900470917,0.007461575169751371,0.12090031246450816,total_cno4,Total CNO4,ln_parados
29,memo_bevent_p29,0.0781755128847017,0.029292362431090808,0.007612232993818413,0.020762482519763724,0.13558854324963968,total_cno4,Total CNO4,ln_parados
30,memo_bevent_p30,0.07873536981466522,0.030037893201691365,0.0087620464068221,0.01986109913935015,0.1376096404899803,total_cno4,Total CNO4,ln_parados
