event_time,term,estimate,se,p_value,ci95_low,ci95_high,sample,outcome
30,bevent_p30,0.07375334425725778,0.030034070658739146,0.014062772156555603,0.01488656576612906,0.1326201227483865,sample3_gender_ocup4d,ln_parados
31,bevent_p31,0.07828431662955711,0.030361808387802017,0.00992644191902059,0.01877517218946516,0.13779346106964907,sample3_gender_ocup4d,ln_parados
32,bevent_p32,0.07934432830113433,0.031335472080582516,0.011338392661299768,0.0179268030231926,0.14076185357907606,sample3_gender_ocup4d,ln_parados
33,bevent_p33,0.09549182333854322,0.030615239674880335,0.0018140781634292669,0.03548595357577777,0.15549769310130868,sample3_gender_ocup4d,ln_parados
34,bevent_p34,0.11305885035507703,0.02973355249940817,0.00014330130283979337,0.05478108745623701,0.17133661325391703,sample3_gender_ocup4d,ln_parados
35,bevent_p35,0.11180265541559199,0.029973443152585176,0.0001914363566339894,0.05305470683652505,0.17055060399465893,sample3_gender_ocup4d,ln_parados
36,bevent_p36,0.11434320243412033,0.03133607708606398,0.0002633331822667895,0.05292449134543493,0.17576191352280573,sample3_gender_ocup4d,ln_parados
37,bevent_p37,0.10241325569676998,0.03359015534904524,0.0022967566254588068,0.03657655121264132,0.16824996018089866,sample3_gender_ocup4d,ln_parados
38,bevent_p38,0.10418743033155892,0.033176189622001584,0.0016870124790251406,0.03916209867243581,0.16921276199068203,sample3_gender_ocup4d,ln_parados
39,bevent_p39,0.09633431531030467,0.03236319355706173,0.0029140429295326786,0.03290245593846369,0.15976617468214566,sample3_gender_ocup4d,ln_parados
40,bevent_p40,0.09921277190592648,0.03331865200924002,0.002904251628609078,0.03390821396781603,0.16451732984403694,sample3_gender_ocup4d,ln_parados
41,bevent_p41,0.10527203676861921,0.03457662572474172,0.00232989016231544,0.03750185034812545,0.17304222318911297,sample3_gender_ocup4d,ln_parados
